diana_objetivo,id_farmaco,nombre,ic50_nm,pchembl,anio,smiles,nivel_potencia
ACHE,CHEMBL5435281,Sin nombre,558.6,6.25,2023,CN(CCC1CCCCCC1)Cc1c[nH]c2c(OC(=O)N(C)C)cccc12,Media
ACHE,CHEMBL5395691,Sin nombre,6816.0,5.17,2023,CCN(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,Media
ACHE,CHEMBL5440735,Sin nombre,2833.0,5.55,2023,CC(C)N(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,Media
ACHE,CHEMBL5429608,Sin nombre,10042.0,5.0,2023,CN(CCC1CCCCCC1)Cc1c[nH]c2c(OC(=O)N(C)C(C)(C)C)cccc12,Media
ACHE,CHEMBL5396394,Sin nombre,531.2,6.28,2023,CN(CCC1CCCCCC1)Cc1c[nH]c2c(OC(=O)N(C)Cc3ccccc3)cccc12,Media
ACHE,CHEMBL5405929,Sin nombre,5590.0,5.25,2023,CCN(CC)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,Media
ACHE,CHEMBL5407856,Sin nombre,4629.0,5.33,2023,CC(C)N(C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12)C(C)C,Media
ACHE,CHEMBL5426763,Sin nombre,529.1,6.28,2023,CN(CCC1CCCCCC1)Cc1c[nH]c2c(OC(=O)N3CCCCC3)cccc12,Media
ACHE,CHEMBL5407369,Sin nombre,3584.0,5.45,2023,CN(CCC1CCCCCC1)Cc1c[nH]c2c(OC(=O)N3CCOCC3)cccc12,Media
ACHE,CHEMBL5431791,Sin nombre,340.3,6.47,2023,C#CCN(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,Media
ACHE,CHEMBL5400593,Sin nombre,1081.0,5.97,2023,C#CCCCN(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,Media
ACHE,CHEMBL5394478,Sin nombre,123.2,6.91,2023,C#CCCCCCCCCCN(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,Media
ACHE,CHEMBL5421921,Sin nombre,7526.0,5.12,2023,C#CCN(CC)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,Media
ACHE,CHEMBL5399188,Sin nombre,464.1,6.33,2023,C#CCN(CC#C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,Media
ACHE,CHEMBL5428978,Sin nombre,5354.0,5.27,2023,C#CCN(C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12)C(C)C,Media
ACHE,CHEMBL5412829,Sin nombre,1101.0,5.96,2023,CON(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,Media
ACHE,CHEMBL5435599,Sin nombre,5560.0,5.25,2023,CN(CCC1CCCCCC1)Cc1c[nH]c2c(OC(=O)N(C)N(C)C)cccc12,Media
ACHE,CHEMBL5405546,Sin nombre,6719.0,5.17,2023,CN(CCC1CCCCCC1)Cc1c[nH]c2cc(OC(=O)N(C)C)ccc12,Media
ACHE,CHEMBL5394683,Sin nombre,336.5,6.47,2023,CC(C)N(C(=O)Oc1ccc2c(CN(C)CCC3CCCCCC3)c[nH]c2c1)C(C)C,Media
ACHE,CHEMBL5410208,Sin nombre,1456.0,5.84,2023,C#CCN(C)C(=O)Oc1ccc2c(CN(C)CCC3CCCCCC3)c[nH]c2c1,Media
ACHE,CHEMBL5422760,Sin nombre,7840.0,5.11,2023,Cc1ccc(NCCCSC[C@@H]2CCCN3CCCC[C@H]23)c2c(=O)c3ccccc3sc12,Media
ACHE,CHEMBL5431870,Sin nombre,4260.0,5.37,2023,Cc1ccc(NCC[C@@H]2CCCN3CCCC[C@H]23)c2c(=O)c3cc(O)ccc3sc12,Media
ACHE,CHEMBL5419364,Sin nombre,3590.0,5.45,2023,COc1ccc2sc3c(C)ccc(NCC[C@@H]4CCCN5CCCC[C@H]45)c3c(=O)c2c1,Media
ACHE,CHEMBL5415210,Sin nombre,4750.0,5.32,2023,COc1ccc2sc3c([N+](=O)[O-])ccc(NCC[C@@H]4CCCN5CCCC[C@H]45)c3c(=O)c2c1,Media
ACHE,CHEMBL5405496,Sin nombre,1750.0,5.76,2023,COc1ccc2sc3c([N+](=O)[O-])ccc(NCCC[C@@H]4CCCN5CCCC[C@H]45)c3c(=O)c2c1,Media
ACHE,CHEMBL5436261,Sin nombre,2400.0,5.62,2023,COc1ccc2sc3c(N)ccc(NCC[C@@H]4CCCN5CCCC[C@H]45)c3c(=O)c2c1,Media
ACHE,CHEMBL5440445,Sin nombre,16100.0,4.79,2023,COc1ccc2sc3c(C)ccc(NCCC4CCN(C)CC4)c3c(=O)c2c1,Baja
ACHE,CHEMBL5438801,Sin nombre,8810.0,5.05,2023,Cc1ccc(NCCC[C@@H]2CCCN3CCCC[C@H]23)c2c(=O)c3ccccc3oc12,Media
ACHE,CHEMBL502,DONEPEZIL,17.0,7.77,2023,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Muy Alta
ACHE,CHEMBL5414144,Sin nombre,11000.0,4.96,2024,CCN1/C(=C/C(C)=O)Sc2ccc(OC(=O)NC3CCCCC3)cc21,Baja
ACHE,CHEMBL5407180,Sin nombre,14000.0,4.85,2024,CCCCCCNC(=O)Oc1ccc2c(c1)N(CC)/C(=C/C(C)=O)S2,Baja
ACHE,CHEMBL5434888,Sin nombre,34000.0,4.47,2024,CCN1/C(=C/C(C)=O)Sc2ccc(OC(=O)NCc3cccnc3)cc21,Baja
ACHE,CHEMBL5407164,Sin nombre,20000.0,4.7,2024,CCN1/C(=C/C(C)=O)Sc2ccc(OC(=O)NCCc3ccccc3)cc21,Baja
ACHE,CHEMBL502,DONEPEZIL,3.9,8.41,2024,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Muy Alta
ACHE,CHEMBL5433139,Sin nombre,25.0,7.6,2022,S=C(NCCCCNc1c2c(nc3ccccc13)CCCC2)Nc1c[nH]c2ccccc12,Muy Alta
ACHE,CHEMBL4856400,Sin nombre,11.7,7.93,2022,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNC(=O)[C@@H](N)Cc4c[nH]c5ccccc45)c3C(C1)C2.Cl.Cl,Muy Alta
ACHE,CHEMBL5412564,Sin nombre,8.0,8.1,2022,Clc1ccc2c(NCCCCCN3c4ccccc4Sc4ccccc43)c3c(nc2c1)CCCC3,Muy Alta
ACHE,CHEMBL5412278,Sin nombre,3300.0,5.48,2022,COC(=O)c1cc(C(=O)c2ccc(OC)cc2)n2ccc(CCCc3cc[n+](C)cc3)cc12.[I-],Media
ACHE,CHEMBL772,RESERPINE,1700.0,5.77,2022,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,Media
ACHE,CHEMBL5408201,Sin nombre,18.0,7.75,2022,Cl.O=C(NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1nc2ccc([N+](=O)[O-])cc2s1,Muy Alta
ACHE,CHEMBL5433193,Sin nombre,130.0,6.89,2022,Cc1ccc(S(=O)(=O)NCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,Media
ACHE,CHEMBL5409365,Sin nombre,64.0,7.19,2022,FC(F)(F)c1ccc(-c2nnc(CNC3CCN(Cc4ccccc4)C3)o2)cc1,Muy Alta
ACHE,CHEMBL5405755,Sin nombre,60.0,7.22,2022,CCOC(=O)C1=C(C)N(CCC2CCN(Cc3ccccc3)CC2)C(=O)NC1c1coc2c(Cl)cc(Cl)cc2c1=O,Muy Alta
ACHE,CHEMBL5203291,Sin nombre,47500.0,4.32,2022,CC1=C(NC2CCN(Cc3ccccc3)CC2)C(=O)c2ccccc2C1=O,Baja
ACHE,CHEMBL5419644,Sin nombre,910.0,6.04,2022,CCN(CCCCCOc1cc(O)c2c(c1)OC(c1ccc(O)cc1)CC2=O)Cc1ccccc1,Media
ACHE,CHEMBL5426401,Sin nombre,13000.0,4.89,2022,O=C(C[n+]1ccc2ccccc2c1)Nc1ccccc1Br.[Cl-],Baja
ACHE,CHEMBL5435163,Sin nombre,320.0,6.5,2022,c1cc2[nH]c3nc(NCCCCCCN4CCCC4)nnc3c2cc1N1CCCCC1,Media
ACHE,CHEMBL5407446,Sin nombre,2780.0,5.56,2022,O=c1nc2sc3ccccc3n2c2ncccc12,Media
ACHE,CHEMBL5425561,Sin nombre,7300.0,5.14,2022,COc1cc2c(cc1OC)-c1c(-c3ccc(Cl)cc3)c(/C=N/c3ccc(/N=C/c4cn5c(c4-c4ccc(Cl)cc4)-c4cc(OC)c(OC)cc4CC5)cc3)cn1CC2,Media
ACHE,CHEMBL95,TACRINE,152.0,6.82,2023,Nc1c2c(nc3ccccc13)CCCC2,Media
ACHE,CHEMBL5424787,Sin nombre,8660.0,5.06,2023,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N(C)C)cc1)n2CCC(C)C,Media
ACHE,CHEMBL5425753,Sin nombre,4500.0,5.35,2023,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)NCc3ccccc3)cc1)n2CCC(C)C,Media
ACHE,CHEMBL5416421,Sin nombre,3460.0,5.46,2023,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N(C)c3ccccc3)cc1)n2CCC(C)C,Media
ACHE,CHEMBL5395270,Sin nombre,9010.0,5.04,2023,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N(C)Cc3ccccc3)cc1)n2CCC(C)C,Media
ACHE,CHEMBL95,TACRINE,158.49,6.8,2023,Nc1c2c(nc3ccccc13)CCCC2,Media
ACHE,CHEMBL5424787,Sin nombre,7943.28,5.1,2023,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N(C)C)cc1)n2CCC(C)C,Media
ACHE,CHEMBL5425753,Sin nombre,3981.07,5.4,2023,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)NCc3ccccc3)cc1)n2CCC(C)C,Media
ACHE,CHEMBL5416421,Sin nombre,3162.28,5.5,2023,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N(C)c3ccccc3)cc1)n2CCC(C)C,Media
ACHE,CHEMBL5395270,Sin nombre,10000.0,5.0,2023,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N(C)Cc3ccccc3)cc1)n2CCC(C)C,Media
ACHE,CHEMBL5411758,Sin nombre,3800.0,5.42,2023,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccccc1)n2CCC(C)C,Media
ACHE,CHEMBL327209,Sin nombre,1500.0,5.82,2023,O=c1cc(-c2ccc(O)cc2)oc2ccccc12,Media
ACHE,CHEMBL5409352,Sin nombre,711.0,6.15,2023,O=c1cc(-c2ccc(O)cc2)oc2cccc(OCc3ccccc3)c12,Media
ACHE,CHEMBL5397159,Sin nombre,1390.0,5.86,2022,COC(=O)/C=C/C(=O)Nc1cccc(OCCSC(=S)N2CCCCC2)c1,Media
ACHE,CHEMBL5435812,Sin nombre,1980.0,5.7,2022,COC(=O)/C=C/C(=O)Nc1cccc(OCCCSC(=S)N2CCCCC2)c1,Media
ACHE,CHEMBL5436875,Sin nombre,210.0,6.68,2022,COC(=O)/C=C/C(=O)Nc1cccc(OCCCCSC(=S)N2CCCCC2)c1,Media
ACHE,CHEMBL5440650,Sin nombre,53.0,7.28,2022,COC(=O)/C=C/C(=O)Nc1cccc(OCCCCSC(=S)N2CCCCC2C)c1,Muy Alta
ACHE,CHEMBL5396214,Sin nombre,6040.0,5.22,2022,COC(=O)/C=C/C(=O)Nc1cccc(OCCCCSC(=S)N2CCCC2)c1,Media
ACHE,CHEMBL5414511,Sin nombre,380.0,6.42,2022,COC(=O)/C=C/C(=O)Nc1ccc(OCCCCSC(=S)N2CCCCC2C)cc1,Media
ACHE,CHEMBL502,DONEPEZIL,21.0,7.68,2022,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Muy Alta
ACHE,CHEMBL659,GALANTAMINE,1290.0,5.89,2022,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,Media
ACHE,CHEMBL95,TACRINE,170.0,6.77,2022,Nc1c2c(nc3ccccc13)CCCC2,Media
ACHE,CHEMBL5433692,Sin nombre,0.14,9.85,2023,CC[N+](CC)(CCCCCn1c(C)cc(=O)n(CCCCC[N+](CC)(CC)Cc2ccccc2)c1=O)Cc1ccccc1.[Br-].[Br-],Muy Alta
ACHE,CHEMBL5396497,Sin nombre,7.0,8.15,2023,Br.CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1[N+](=O)[O-],Muy Alta
ACHE,CHEMBL5434553,Sin nombre,0.6,9.22,2023,Br.CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1[N+](=O)[O-],Muy Alta
ACHE,CHEMBL5440753,Sin nombre,0.4,9.4,2023,Br.CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1[N+](=O)[O-],Muy Alta
ACHE,CHEMBL5417346,Sin nombre,0.1,10.0,2023,Br.CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1[N+](=O)[O-],Muy Alta
ACHE,CHEMBL5418455,Sin nombre,2.0,8.7,2023,CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1C(F)(F)F.[Br-],Muy Alta
ACHE,CHEMBL5417632,Sin nombre,1.0,9.0,2023,CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1C(F)(F)F.[Br-],Muy Alta
ACHE,CHEMBL5426103,Sin nombre,0.5,9.3,2023,CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1C(F)(F)F.[Br-],Muy Alta
ACHE,CHEMBL5419243,Sin nombre,0.2,9.7,2023,CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1C(F)(F)F.[Br-],Muy Alta
ACHE,CHEMBL812,PYRIDOSTIGMINE BROMIDE,350.0,6.46,2023,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],Media
ACHE,CHEMBL294264,PURPURIN,300.0,6.52,2023,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,Media
ACHE,CHEMBL5424891,Sin nombre,16990.0,4.77,2024,COc1cccc(C2c3c(nc(C)[nH]c3=O)Oc3c2n(C(C)=O)c2ccccc32)c1,Baja
ACHE,CHEMBL5430507,Sin nombre,48030.0,4.32,2024,CC(=O)n1c2c(c3ccccc31)Oc1nc(C)[nH]c(=O)c1C2c1ccccc1[N+](=O)[O-],Baja
ACHE,CHEMBL5406712,Sin nombre,5390.0,5.27,2024,CC(=O)n1c2c(c3ccccc31)Oc1nc(C)[nH]c(=O)c1C2c1ccccc1,Media
ACHE,CHEMBL5407081,Sin nombre,91240.0,4.04,2024,COc1ccc(C2c3c(nc(C)[nH]c3=O)Oc3c2n(C(C)=O)c2ccccc32)cc1[N+](=O)[O-],Baja
ACHE,CHEMBL502,DONEPEZIL,80.0,7.1,2024,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Muy Alta
ACHE,CHEMBL5432462,Sin nombre,160.0,6.8,2023,O=C1Cc2cc(OCc3ccc(F)cc3)ccc2C=C1C(=O)NCCc1c[nH]c2ccccc12,Media
ACHE,CHEMBL5401178,Sin nombre,1937.0,5.71,2024,O=C(Nc1cccc(-c2cc(-c3ccc(Cl)cc3)n[nH]2)c1)c1ccccc1,Media
ACHE,CHEMBL5406359,Sin nombre,17.0,7.77,2024,CCOP(=O)(OCC)C(NCc1cccs1)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,Muy Alta
ACHE,CHEMBL5413533,Sin nombre,6020.0,5.22,2024,O=C1Nc2ccccc2C12NNC(Nc1cccc(Cl)c1)=C2[N+](=O)[O-],Media
ACHE,CHEMBL5397824,Sin nombre,15480.0,4.81,2024,Cc1ccccc1NC1=C([N+](=O)[O-])C2(NN1)C(=O)Nc1ccc([N+](=O)[O-])cc12,Baja
ACHE,CHEMBL5416407,Sin nombre,42550.0,4.37,2024,COc1ccc(OC)c(NC2=C([N+](=O)[O-])C3(NN2)C(=O)Nc2ccc([N+](=O)[O-])cc23)c1,Baja
ACHE,CHEMBL5415532,Sin nombre,37150.0,4.43,2024,O=C1Nc2ccc([N+](=O)[O-])cc2C12NNC(Nc1ccc(Cl)cc1)=C2[N+](=O)[O-],Baja
ACHE,CHEMBL5414221,Sin nombre,16980.0,4.77,2024,Cc1ccccc1NC1=C([N+](=O)[O-])C2(NN1)C(=O)Nc1c(C(F)(F)F)cccc12,Baja
ACHE,CHEMBL5433082,Sin nombre,41680.0,4.38,2024,Cc1ccccc1NC1=C([N+](=O)[O-])C2(NN1)C(=O)Nc1ccc(Br)cc12,Baja
ACHE,CHEMBL502,DONEPEZIL,79.0,7.1,2024,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Muy Alta
ACHE,CHEMBL659,GALANTAMINE,2000.0,5.7,2023,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,Media
ACHE,CHEMBL94,PHYSOSTIGMINE,200.0,6.7,2023,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,Media
ACHE,CHEMBL5426913,Sin nombre,4344.0,5.36,2023,CCOP(=O)(OCC)C(Nc1cccc(O)c1)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,Media
ACHE,CHEMBL5407606,Sin nombre,2943.0,5.53,2023,CCOP(=O)(OCC)C(Nc1ccccc1C#N)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,Media
ACHE,CHEMBL5424767,Sin nombre,4927.0,5.31,2023,CCOP(=O)(OCC)C(Nc1ccccc1C(F)(F)F)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,Media
ACHE,CHEMBL5433166,Sin nombre,5353.0,5.27,2023,CCOP(=O)(OCC)C(Nc1ccccc1C)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,Media
ACHE,CHEMBL5429003,Sin nombre,2653.0,5.58,2023,CCOP(=O)(OCC)C(Nc1ccccc1OC)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,Media
ACHE,CHEMBL5421943,Sin nombre,1782.0,5.75,2023,CCOP(=O)(OCC)C(Nc1ccc([N+](=O)[O-])cc1)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,Media
ACHE,CHEMBL5433354,Sin nombre,1157.0,5.94,2023,CCOP(=O)(OCC)C(Nc1ccc(C(=O)O)cc1)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,Media
ACHE,CHEMBL5412970,Sin nombre,5623.0,5.25,2023,CCOP(=O)(OCC)C(Nc1ccccc1C(C)=O)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,Media
ACHE,CHEMBL5420040,Sin nombre,6052.0,5.22,2023,CCOP(=O)(OCC)C(Nc1cc(C)ccc1C)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,Media
ACHE,CHEMBL5407691,Sin nombre,3016.0,5.52,2023,CCOP(=O)(OCC)C(Nc1c(C)cccc1C)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,Media
ACHE,CHEMBL5402496,Sin nombre,2554.0,5.59,2023,CCOP(=O)(OCC)C(Nc1cccc(Cl)c1Cl)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,Media
ACHE,CHEMBL5424712,Sin nombre,3365.0,5.47,2023,CCOP(=O)(OCC)C(Nc1nncs1)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,Media
ACHE,CHEMBL659,GALANTAMINE,594.0,6.23,2023,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,Media
ACHE,CHEMBL5430903,Sin nombre,2400.0,5.62,2023,Cc1cc(C)c(C(=O)/C=C/c2nc(C)c(C)nc2C)cc1C,Media
ACHE,CHEMBL5396071,Sin nombre,710.0,6.15,2023,COc1cccc(C(c2ccc(F)cc2)N2CCN(c3cnccn3)CC2)c1O,Media
ACHE,CHEMBL5411115,Sin nombre,1090.0,5.96,2023,Cc1ccc(C(c2ccccc2O)N2CCN(c3cnccn3)CC2)cc1,Media
ACHE,CHEMBL5397966,Sin nombre,25000.0,4.6,2023,CN(C)CCCN1C(=O)CSC1c1cccc(Cl)c1.Cl,Baja
ACHE,CHEMBL1202933,Sin nombre,97000.0,4.01,2023,CN(C)CCCN1C(=O)CSC1c1cccc(F)c1.Cl,Baja
ACHE,CHEMBL5421973,Sin nombre,31000.0,4.51,2023,CN(C)CCCN1C(=O)CSC1c1ccc(Cl)cc1Cl.Cl,Baja
ACHE,CHEMBL5416845,Sin nombre,95000.0,4.02,2023,CN(C)CCCN1C(=O)CSC1c1ccc(F)cc1F.Cl,Baja
ACHE,CHEMBL5427383,Sin nombre,81000.0,4.09,2023,CN(C)CCCN1C(=O)CSC1c1ccc(F)cc1Cl.Cl,Baja
ACHE,CHEMBL5424185,Sin nombre,7200.0,5.14,2023,CN(C)CCCN1C(=O)CSC1c1cccc(F)c1F.Cl,Media
ACHE,CHEMBL5401085,Sin nombre,4400.0,5.36,2023,CN(C)CCCN1C(=O)CSC1c1cccc(Cl)c1Cl.Cl,Media
ACHE,CHEMBL5413217,Sin nombre,49000.0,4.31,2023,CNCCCN1C(=O)CSC1c1ccc(Cl)cc1Cl.Cl,Baja
ACHE,CHEMBL5421973,Sin nombre,31622.78,4.5,2023,CN(C)CCCN1C(=O)CSC1c1ccc(Cl)cc1Cl.Cl,Baja
ACHE,CHEMBL5416845,Sin nombre,100000.0,4.0,2023,CN(C)CCCN1C(=O)CSC1c1ccc(F)cc1F.Cl,Baja
ACHE,CHEMBL5424185,Sin nombre,7943.28,5.1,2023,CN(C)CCCN1C(=O)CSC1c1cccc(F)c1F.Cl,Media
ACHE,CHEMBL5401085,Sin nombre,3981.07,5.4,2023,CN(C)CCCN1C(=O)CSC1c1cccc(Cl)c1Cl.Cl,Media
ACHE,CHEMBL5414074,Sin nombre,1790.0,5.75,2023,COc1cc(O)c(C(=O)Nc2nc(C(=O)NCCN(C(C)C)C(C)C)cs2)cc1OC.Cl,Media
ACHE,CHEMBL5430188,Sin nombre,51300.0,4.29,2023,O=C1C(=O)N2CCc3cc4c(c5c3c2c1c1ccccc15)OCO4,Baja
ACHE,CHEMBL5404812,Sin nombre,33000.0,4.48,2023,COc1ccc2c(c1OC)c1c3c4c(cc5c(c42)OCO5)CCN3C(=O)C1=O,Baja
ACHE,CHEMBL5411734,Sin nombre,85000.0,4.07,2023,COc1cc(O)c2c(c1)C[C@@H]1c3c(cc4c(c3-2)OCO4)CCN1C,Baja
ACHE,CHEMBL510954,Sin nombre,26200.0,4.58,2023,COc1ccc2c(c1)C[C@@H]1c3c(cc4c(c3-2)OCO4)CCN1C,Baja
ACHE,CHEMBL389400,ATHEROSPERMIDINE,10900.0,4.96,2023,COc1ccc2c(c1)C(=O)c1nccc3cc4c(c-2c13)OCO4,Baja
ACHE,CHEMBL5414196,Sin nombre,25600.0,4.59,2023,COc1ccc(C[C@H]2c3c(ccc(OC)c3O)CCN2C)cc1,Baja
ACHE,CHEMBL5402370,Sin nombre,89000.0,4.05,2023,COc1cc2c(c(O)c1OC)CCN1Cc3c(ccc(O)c3OC)C[C@@H]21,Baja
ACHE,CHEMBL5425587,Sin nombre,16400.0,4.79,2023,COc1cc2c(c(O)c1OC)CC[n+]1cc3c(OC)c(O)ccc3cc1-2,Baja
ACHE,CHEMBL5434024,Sin nombre,17800.0,4.75,2023,COc1cc2c(cc1O)CC[n+]1cc3c(OC)c(O)ccc3cc1-2,Baja
ACHE,CHEMBL659,GALANTAMINE,1200.0,5.92,2023,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,Media
ACHE,CHEMBL202844,N-TRANS-FERULOYLDOPAMINE,8520.0,5.07,2023,COc1cc(/C=C/C(=O)NCCc2ccc(O)c(O)c2)ccc1O,Media
ACHE,CHEMBL5397379,Sin nombre,50490.0,4.3,2023,O=C1c2c(ccc(O)c2O)CCn2cccc21,Baja
ACHE,CHEMBL5435795,Sin nombre,58370.0,4.23,2023,O=Cc1ccc2n1CCc1cc(O)c(O)cc1C2,Baja
ACHE,CHEMBL5398421,Sin nombre,46000.0,4.34,2023,COc1cc(O)c2c(c1)C(=O)c1cc(O)c(O)cc1CCN2,Baja
ACHE,CHEMBL11298,SERINE,38310.0,4.42,2023,N[C@@H](CO)C(=O)O,Baja
ACHE,CHEMBL5395312,Sin nombre,1710.0,5.77,2022,CN1CCN(c2ccc(C(=O)Nc3cc(-c4nc5ccccc5[nH]4)n[nH]3)cc2)CC1,Media
ACHE,CHEMBL95,TACRINE,90.0,7.05,2024,Nc1c2c(nc3ccccc13)CCCC2,Muy Alta
ACHE,CHEMBL502,DONEPEZIL,18.0,7.75,2024,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Muy Alta
ACHE,CHEMBL5505847,Sin nombre,1067.0,5.97,2024,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc([N+](=O)[O-])cc1,Media
ACHE,CHEMBL5557161,Sin nombre,699.0,6.16,2024,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc([N+](=O)[O-])cc1Cl,Media
ACHE,CHEMBL5557905,Sin nombre,772.0,6.11,2024,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1cc(Br)cc(Br)c1,Media
ACHE,CHEMBL5555216,Sin nombre,1861.0,5.73,2024,N#Cc1ccccc1NC(=O)Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O,Media
ACHE,CHEMBL5559321,Sin nombre,1406.0,5.85,2024,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc(Cl)cc1,Media
ACHE,CHEMBL5555683,Sin nombre,941.0,6.03,2024,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc(Br)cc1,Media
ACHE,CHEMBL5558447,Sin nombre,1161.0,5.93,2024,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1cccc(Cl)c1,Media
ACHE,CHEMBL5558946,Sin nombre,836.0,6.08,2024,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc(F)cc1,Media
