target_id,uniprot_id,gene_symbol,gene_name,score_overall,max_clinical_phase,n_drugs,score_known_drug,score_rna_expression,score_genetic_literature,score_literature,score_genetic_association,score_animal_model,score_affected_pathway
ENSG00000065518,O95168,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,0.4398199662549898,4,3,,0.07816909168357038,,0.046945767148897415,,,0.7185187537410515
ENSG00000145604,Q13309,SKP2,S-phase kinase associated protein 2,0.4375669089055466,0,0,,,,0.1191797667817782,,,0.7138053509979155
ENSG00000137275,Q13546,RIPK1,receptor interacting serine/threonine kinase 1,0.4374519650244426,2,1,,,,0.6447405032967289,,,0.6873382402157973
ENSG00000104549,Q14534,SQLE,squalene epoxidase,0.4367289469941381,0,0,,0.03344028099880989,,0.05017624385953915,,,0.7151340260732785
ENSG00000181467,P61225,RAP2B,"RAP2B, member of RAS oncogene family",0.4363762957866482,0,0,,,,0.012158615952232422,0.3177548542769626,,0.6380969661285179
ENSG00000157368,Q6ZMJ4,IL34,interleukin 34,0.4349843459515374,0,0,,,,0.4633562944032338,0.6923484046595132,,
ENSG00000198740,Q9Y2D9,ZNF652,zinc finger protein 652,0.43479589532888363,0,0,,,,0.25229128100882275,0.7025916683646086,,
ENSG00000181029,Q8IUR0,TRAPPC5,trafficking protein particle complex subunit 5,0.4347519295921756,0,0,,,,,,,0.7151339121166198
ENSG00000152904,O95749,GGPS1,geranylgeranyl diphosphate synthase 1,0.4347443340030078,0,0,,,,0.09693118828585293,,,0.7102748585349028
ENSG00000134853,P16234,PDGFRA,platelet derived growth factor receptor alpha,0.43441962625663993,4,33,0.5454490211904267,,,0.13462866227863338,,,0.5752332950142436
ENSG00000214787,Q96PG1,MS4A4E,membrane spanning 4-domains A4E,0.4337431668748249,0,0,,,,0.08224702308895078,0.7093622228906125,,
ENSG00000104043,Q8TF62,ATP8B4,ATPase phospholipid transporting 8B4 (putative),0.4313410842806129,0,0,,,,0.15954737582539671,0.7015459617838934,,
ENSG00000102468,P28223,HTR2A,5-hydroxytryptamine receptor 2A,0.4307026948145531,4,65,0.6701048539102804,0.04915908200446048,,0.7455190084712647,,,
ENSG00000179218,P27797,CALR,calreticulin,0.4298625215290493,0,0,,,,0.3946299801608783,,,0.6873597081126531
ENSG00000145741,P20290,BTF3,basic transcription factor 3,0.4295736073846416,0,0,,0.05121318940139157,,0.03647584785669726,,,0.7032447314244085
ENSG00000085514,Q9UKJ1,PILRA,paired immunoglobin like type 2 receptor alpha,0.42730596422903855,0,0,,,,0.667836716176087,0.6694940286807006,,
ENSG00000010322,Q9Y2I1,NISCH,nischarin,0.42709896362571165,4,2,,,,0.026450055786085617,,,0.7012228614259258
ENSG00000090060,P51003,PAPOLA,poly(A) polymerase alpha,0.42683702694950665,0,0,,,,0.09726892761785938,,,0.6972510518916442
ENSG00000108798,Q9P2A4,ABI3,ABI family member 3,0.42679427564378686,0,0,,,,0.9012872611666025,0.6569798125625371,,
ENSG00000030066,Q12769,NUP160,nucleoporin 160,0.426506910931603,0,0,,,,0.08009825997865115,,,0.6975665694908862
ENSG00000052344,Q16651,PRSS8,serine protease 8,0.4263300075403936,0,0,,,,0.09228727247076415,0.6966661262205643,,
ENSG00000165646,Q05940,SLC18A2,solute carrier family 18 member A2,0.42567450782752253,4,13,,,,0.37868839077803323,0.03282541037699665,,0.6776205552319882
ENSG00000150712,Q9C0I1,MTMR12,myotubularin related protein 12,0.42530950506691995,0,0,,,,,,,0.6996018407651565
ENSG00000163788,Q9NRH2,SNRK,SNF related kinase,0.4247704598167648,0,0,,0.025772292664926363,,0.030396539880581056,,,0.696622607651224
ENSG00000143171,P48443,RXRG,retinoid X receptor gamma,0.4244641722495671,4,5,0.1587374860430344,,,0.1660630521542544,,,0.6548366709107231
ENSG00000073008,P15151,PVR,PVR cell adhesion molecule,0.4242480733004432,0,0,,,,0.27749164918551544,0.6839812836478328,,
ENSG00000115112,Q9NZI6,TFCP2L1,transcription factor CP2 like 1,0.4236649230410255,0,0,,,,,,,0.6968966282107745
ENSG00000073712,Q96AC1,FERMT2,FERM domain containing kindlin 2,0.4230197555199671,0,0,,0.027423220861334467,,0.5630270609813197,0.6670746186711088,,
ENSG00000155657,Q8WZ42,TTN,titin,0.4226141523528653,0,0,,,,0.13137711936759994,,,0.6885993342486486
ENSG00000031823,Q9H6Z4,RANBP3,RAN binding protein 3,0.42248399493041483,0,0,,,,,,,0.6949540911403543
ENSG00000165029,O95477,ABCA1,ATP binding cassette subfamily A member 1,0.4223188505923324,4,1,,,,0.9177712627640162,0.6487938781059298,,
ENSG00000104643,Q96QG7,MTMR9,myotubularin related protein 9,0.4220482867824836,0,0,,,,0.030396539880581056,,,0.6927175573276495
ENSG00000142319,Q01959,SLC6A3,solute carrier family 6 member 3,0.4214450520978302,4,36,0.5554798793510184,,,0.859932606462697,,,0.47462246497174854
ENSG00000108219,Q8NG11,TSPAN14,tetraspanin 14,0.41809497719965316,0,0,,,,0.1307270420619483,0.6811981381418839,,
ENSG00000065000,O14617,AP3D1,adaptor related protein complex 3 subunit delta 1,0.4174836052904492,0,0,,,,,,,0.6867288298777062
ENSG00000127184,P15954,COX7C,cytochrome c oxidase subunit 7C,0.4172204932222664,0,0,,,,0.13937587195404952,0.3010719651754443,,0.607930797611621
ENSG00000066336,P17947,SPI1,Spi-1 proto-oncogene,0.4167849756288145,0,0,,,,0.9173719273370785,0.2460600514102199,,0.6036785814511665
ENSG00000149295,P14416,DRD2,dopamine receptor D2,0.4159301163937273,4,95,0.6706983617233181,,,0.2695019376102204,,,
ENSG00000167658,P13639,EEF2,eukaryotic translation elongation factor 2,0.4158200979473588,4,5,,0.009592817665214498,,0.2770208856197183,,,0.6699282686067153
ENSG00000112425,O95278,EPM2A,"EPM2A glucan phosphatase, laforin",0.4142010293825119,0,0,,,,0.03951550184475537,,0.5040418582340698,0.6552490265903995
ENSG00000160948,Q9UK41,VPS28,VPS28 subunit of ESCRT-I,0.4139845755848841,0,0,,0.11756854642251137,,,,,0.6750947643831048
ENSG00000143398,Q99755,PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,0.41385559746230843,0,0,,,,,,,0.6807610324863023
ENSG00000127415,P35475,IDUA,alpha-L-iduronidase,0.4138197170858619,0,0,,,,0.12192260609826444,0.6746058816866428,,
ENSG00000178394,P08908,HTR1A,5-hydroxytryptamine receptor 1A,0.41277862707057666,4,28,0.6602508792583253,,,0.3747723742256122,,,
ENSG00000117362,Q96BI3,APH1A,aph-1A gamma-secretase subunit,0.412748698018884,3,6,0.6432229884302734,,,0.7143455704380747,,,
ENSG00000179335,P49761,CLK3,CDC like kinase 3,0.41036182729119236,0,0,,,,0.012158615952232422,,,0.6744061150500107
ENSG00000175344,P36544,CHRNA7,cholinergic receptor nicotinic alpha 7 subunit,0.4101304060319751,3,16,0.5830524573763184,,,0.26294943471937643,,,0.34295038920353543
ENSG00000140945,P55290,CDH13,cadherin 13,0.4096032432626903,0,0,,,,0.3585018709363897,0.6558411391755552,,
ENSG00000171408,Q9NP56,PDE7B,phosphodiesterase 7B,0.4095134028854656,4,4,,,,0.012158615952232422,0.4555713939586203,,0.5594554121684383
ENSG00000111837,P20794,MAK,male germ cell associated kinase,0.40943019949542314,0,0,,,,,0.4183310118540455,,0.5688988359014587
ENSG00000132170,P37231,PPARG,peroxisome proliferator activated receptor gamma,0.40899023823484526,4,35,0.6356845427335984,,,0.7414668653068868,,,
ENSG00000128923,Q8NBR6,MINDY2,MINDY lysine 48 deubiquitinase 2,0.4089441505750756,0,0,,,,0.041457503003792494,0.670609200148011,,
ENSG00000008516,Q9NPA2,MMP25,matrix metallopeptidase 25,0.4082922528657468,0,0,,,,,,,0.6716097530669697
ENSG00000158748,P50406,HTR6,5-hydroxytryptamine receptor 6,0.4080926519241422,4,7,0.6408466917680445,,,0.6086946581260849,,,
ENSG00000146648,P00533,EGFR,epidermal growth factor receptor,0.4074398334091445,4,75,,0.07183172826695267,,0.9286432812137011,0.6221791630988728,,
ENSG00000152782,Q8TE04,PANK1,pantothenate kinase 1,0.40672860503925523,0,0,,,,0.03273528136513433,,,0.6674009070567639
ENSG00000184845,P21728,DRD1,dopamine receptor D1,0.40404612104152987,4,10,,,,0.21625566885075498,0.2075548379858198,,0.607930797611621
ENSG00000073756,P35354,PTGS2,prostaglandin-endoperoxide synthase 2,0.4036868978648044,4,74,0.6170018653048762,,,0.9406485696886653,,,
ENSG00000113048,Q92552,MRPS27,mitochondrial ribosomal protein S27,0.40230353969141536,0,0,,,,0.024317231904464845,0.35662500043083967,,0.5720621415978412
ENSG00000071243,Q9NXR8,ING3,inhibitor of growth family member 3,0.4022551619305217,0,0,,,,,,,0.6616791968935648
ENSG00000091140,P09622,DLD,dihydrolipoamide dehydrogenase,0.40225037300899147,0,0,,0.08390371297408633,,0.43837159912566726,,,0.6378882125700222
ENSG00000115828,Q16769,QPCT,glutaminyl-peptide cyclotransferase,0.40202174683325814,0,0,,,,0.18189783559216827,,,0.6522003550028901
ENSG00000162736,Q92542,NCSTN,nicastrin,0.40164728247453196,3,6,0.6432229884302734,,,0.3491258583272179,,,
ENSG00000166912,Q9NXD2,MTMR10,myotubularin related protein 10,0.39776254823838997,0,0,,0.02049439567848339,,,,,0.6532644687241765
ENSG00000160191,O76083,PDE9A,phosphodiesterase 9A,0.39744981997395007,4,6,0.16929184016823612,,,0.20985145512165096,0.42769701875551597,,0.5254171719184872
ENSG00000118260,P16220,CREB1,cAMP responsive element binding protein 1,0.39744349325114775,0,0,,,,0.9166713933860211,,,0.607930797611621
ENSG00000205155,Q9NZ42,PSENEN,"presenilin enhancer, gamma-secretase subunit",0.3968620176986445,3,6,0.6432229884302734,,,0.19169791440046377,,,
ENSG00000172977,Q92993,KAT5,lysine acetyltransferase 5,0.3967253323639054,0,0,,,,0.9044339943352214,,,0.6073613474368311
ENSG00000120162,Q86TA1,MOB3B,MOB kinase activator 3B,0.3963097077011674,0,0,,,,,0.6518993761430579,,
ENSG00000168038,Q96C45,ULK4,unc-51 like kinase 4,0.3951390149018024,0,0,,,,0.1291852944924695,0.6435144106578146,,
ENSG00000164181,A1L3X0,ELOVL7,ELOVL fatty acid elongase 7,0.39480400841714075,0,0,,0.04151741033287864,,0.030396539880581056,0.6466712659725942,,
ENSG00000140009,Q92731,ESR2,estrogen receptor 2,0.3946154925266373,4,27,0.5634795628299643,,,0.6956007955260584,0.28070065016748114,,
ENSG00000163288,P18505,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,0.39378770689657805,4,28,0.13678442946261474,0.012777392385081424,,0.09265277190806971,0.03927233301881285,,0.607930797611621
ENSG00000204256,P25440,BRD2,bromodomain containing 2,0.3931594154812037,3,6,,0.013777029209978064,,0.7696086167278018,,,0.607930797611621
ENSG00000173039,Q04206,RELA,"RELA proto-oncogene, NF-kB subunit",0.3927376714511472,3,1,,,,0.7618570027189131,,,0.607930797611621
ENSG00000156467,P14927,UQCRB,ubiquinol-cytochrome c reductase binding protein,0.39247438755904596,0,0,,,,0.0766900240117652,,,0.6417560645364345
ENSG00000060566,Q68CJ9,CREB3L3,cAMP responsive element binding protein 3 like 3,0.3913314553340502,0,0,,,,0.1291852944924695,,,0.6372512642886703
ENSG00000178950,O14976,GAK,cyclin G associated kinase,0.391070804672794,0,0,,,,0.07480926203943004,0.3908879428915003,,0.5438973646993447
ENSG00000274286,P18089,ADRA2B,adrenoceptor alpha 2B,0.3909728145438073,4,51,0.4460270053310262,,,0.14131806695153254,,,0.5284734393254834
ENSG00000174469,Q9UHC6,CNTNAP2,contactin associated protein 2,0.3885435549404026,0,0,,0.009227272432312071,,0.12508600424528515,0.6225329338008454,0.27393361740379646,
ENSG00000177606,P05412,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit",0.38825398416868645,0,0,,,,0.6143505003316082,,,0.607930797611621
ENSG00000160789,P02545,LMNA,lamin A/C,0.388098957786051,0,0,,,,0.609250367775585,,,0.607930797611621
ENSG00000184588,Q07343,PDE4B,phosphodiesterase 4B,0.3875325760997273,4,28,,,,0.4389506895303587,0.615514126656998,,
ENSG00000118113,P22894,MMP8,matrix metallopeptidase 8,0.3873987814472047,4,6,0.6058199267865807,,,0.6284330460595706,,,
ENSG00000102870,Q9UEG4,ZNF629,zinc finger protein 629,0.3873888470785948,0,0,,,,0.5858888039184454,,,0.607930797611621
ENSG00000213380,Q96MW5,COG8,component of oligomeric golgi complex 8,0.3873044681666114,0,0,,,,,,,0.6370864409044833
ENSG00000100300,P30536,TSPO,translocator protein,0.3872654307276312,2,2,,,,0.9615773354935518,,,0.5889433605069171
ENSG00000117450,Q06830,PRDX1,peroxiredoxin 1,0.3871005489038768,0,0,,0.07179946093394554,,0.5444933602715213,,,0.607930797611621
ENSG00000162909,P17655,CAPN2,calpain 2,0.38656869601083543,0,0,,0.01552774957516793,,0.5520058572880444,,,0.607930797611621
ENSG00000127022,P27824,CANX,calnexin,0.3863581197127184,0,0,,,,0.17032645861199716,0.31418696207982866,,0.5531979966234456
ENSG00000174672,Q8IWQ3,BRSK2,BR serine/threonine kinase 2,0.38586568176717545,0,0,,0.06897713587358298,,0.07252952154838646,0.3535043267653216,,0.5438696834936553
ENSG00000173145,Q8WTT2,NOC3L,NOC3 like DNA replication regulator,0.38563381930839064,0,0,,,,,,,0.6343383503902599
ENSG00000196924,P21333,FLNA,filamin A,0.38487064801462684,3,1,0.5984941711277764,,,0.6917764086841106,,,
ENSG00000135047,P07711,CTSL,cathepsin L,0.38453755925951255,0,0,,,,0.49208576481320465,,,0.607930797611621
ENSG00000095303,P23219,PTGS1,prostaglandin-endoperoxide synthase 1,0.38445937216672926,4,60,0.5921831843088629,,,0.8044657942555665,,,
ENSG00000177169,O75385,ULK1,unc-51 like autophagy activating kinase 1,0.38429608642903595,0,0,,,,0.4841416754061447,,,0.607930797611621
ENSG00000132670,P18433,PTPRA,protein tyrosine phosphatase receptor type A,0.3829209743672031,0,0,,0.07100502563277662,,0.40734478773220445,,,0.607930797611621
ENSG00000106261,P17029,ZKSCAN1,zinc finger with KRAB and SCAN domains 1,0.38277305517603344,0,0,,,,0.2267919614423353,,,0.6182930125471094
ENSG00000175592,P15407,FOSL1,"FOS like 1, AP-1 transcription factor subunit",0.3823325823443008,0,0,,,,0.41954537291746585,,,0.607930797611621
ENSG00000120053,P17174,GOT1,glutamic-oxaloacetic transaminase 1,0.38196173428001484,0,0,,0.09118711180958405,,0.829616366619508,,,0.5847908507579772
ENSG00000196611,P03956,MMP1,matrix metallopeptidase 1,0.38137110876138813,4,6,0.6058199267865807,,,0.43013176869387515,,,
ENSG00000113580,P04150,NR3C1,nuclear receptor subfamily 3 group C member 1,0.38121277124644504,4,65,0.4559480982087158,,,0.6608232464439199,,,0.4983940764479856
ENSG00000138378,Q14765,STAT4,signal transducer and activator of transcription 4,0.38120849892980757,0,0,,0.13559657589133514,,0.3222995908428525,,,0.607930797611621
ENSG00000153113,B7Z468,CAST,calpastatin,0.38074099568830033,0,0,,,,0.3671845890172818,,,0.607930797611621
ENSG00000310517,P20810,CAST,calpastatin ,0.38074099568830033,0,0,,,,0.3671845890172818,,,0.607930797611621
ENSG00000108091,Q16204,CCDC6,coiled-coil domain containing 6,0.3797645488236105,4,2,,0.02747095701668056,,0.10268094765911878,0.6189393330202717,,
ENSG00000086991,Q9NPH5,NOX4,NADPH oxidase 4,0.3789708463025947,2,1,,,,0.8490583211129804,0.5809253496802838,,
ENSG00000014216,P07384,CAPN1,calpain 1,0.37892901503134113,0,0,,,,0.30757317718955407,,,0.607930797611621
ENSG00000112742,P33981,TTK,TTK protein kinase,0.3779085514517349,1,2,,,,0.09051414097773025,,,0.6171051643207249
ENSG00000072310,P36956,SREBF1,sterol regulatory element binding transcription factor 1,0.37770401889354355,0,0,,,,0.267272664611143,,,0.607930797611621
ENSG00000131042,Q8N423,LILRB2,leukocyte immunoglobulin like receptor B2,0.37722729002771294,0,0,,,,0.38069810760132033,0.6014753426773223,,
ENSG00000067057,Q01813,PFKP,"phosphofructokinase, platelet",0.3772270607082932,0,0,,,,0.11691408180821114,0.27132417120673036,,0.5500807373358241
ENSG00000164045,P30304,CDC25A,cell division cycle 25A,0.3769139126634551,0,0,,,,0.24127936954556792,,,0.607930797611621
ENSG00000128463,Q5J8M3,EMC4,ER membrane protein complex subunit 4,0.3768973652072784,0,0,,0.033033367736202024,,0.030396539880581056,,,0.6176403997291654
ENSG00000181830,Q96A29,SLC35C1,solute carrier family 35 member C1,0.3764384599260527,0,0,,,,,0.047404507582860696,,0.6073615555427584
ENSG00000100596,O15270,SPTLC2,serine palmitoyltransferase long chain base subunit 2,0.37642395557408,0,0,,,,0.225160525384357,,,0.607930797611621
ENSG00000086062,P15291,B4GALT1,"beta-1,4-galactosyltransferase 1",0.37613029829524053,0,0,,,,0.21549964687669945,,,0.607930797611621
ENSG00000068366,O60488,ACSL4,acyl-CoA synthetase long chain family member 4,0.3760934087832802,0,0,,,,0.21428603795590645,,,0.607930797611621
ENSG00000151092,Q96IV0,NGLY1,N-glycanase 1,0.37605214874739673,0,0,,0.026054831396424442,,0.21273356174756658,,,0.6073615555427584
ENSG00000120910,P48454,PPP3CC,protein phosphatase 3 catalytic subunit gamma,0.3743120558690417,0,0,,,,0.13678849611987767,,,0.6088754844231523
ENSG00000261371,P16284,PECAM1,platelet and endothelial cell adhesion molecule 1,0.37370793154252885,0,0,,0.07901974434539698,,0.853483214087199,0.4571294479549272,,0.48048476814563496
ENSG00000164916,P85037,FOXK1,forkhead box K1,0.37355786124177526,0,0,,,,0.21591469768927446,,,0.6036785814511665
ENSG00000113368,P20700,LMNB1,lamin B1,0.3734388983292287,0,0,,,,0.12695667532186125,,,0.607930797611621
ENSG00000165304,Q14680,MELK,maternal embryonic leucine zipper kinase,0.3731155122911659,0,0,,,,0.07751117669548169,0.6098711270660316,,
ENSG00000151490,Q16827,PTPRO,protein tyrosine phosphatase receptor type O,0.37304338810610693,0,0,,0.04436036099485229,,0.09422927362980128,,,0.607930797611621
ENSG00000108384,O43502,RAD51C,RAD51 paralog C,0.3729372959513634,0,0,,0.04372642997738966,,0.09102074997573993,,,0.607930797611621
ENSG00000077150,Q00653,NFKB2,nuclear factor kappa B subunit 2,0.3729301522311896,3,1,,,,0.1102197013097604,,,0.607930797611621
ENSG00000164896,Q14296,FASTK,Fas activated serine/threonine kinase,0.3729016225697163,0,0,,,,,,,0.6133948535503312
ENSG00000126247,P04632,CAPNS1,calpain small subunit 1,0.37283306456448567,0,0,,0.07755753253506738,,0.06630329696284744,,,0.607930797611621
ENSG00000165264,O95139,NDUFB6,NADH:ubiquinone oxidoreductase subunit B6,0.3728326796236908,4,3,,0.03682598961077898,,0.09064589405731807,,,0.607930797611621
ENSG00000172273,Q9BQA5,HINFP,histone H4 transcription factor,0.37271614417881177,0,0,,,,0.11738637092882391,,,0.6072204371348014
ENSG00000137745,P45452,MMP13,matrix metallopeptidase 13,0.3726687441877491,4,7,0.6058199267865807,,,0.14383719017184596,,,
ENSG00000167110,Q08379,GOLGA2,golgin A2,0.37264457095266273,0,0,,0.04941534807936593,,0.0788621340235075,,,0.607930797611621
ENSG00000169136,Q9Y2D1,ATF5,activating transcription factor 5,0.3726442876464624,0,0,,,,0.10081519060392716,,,0.607930797611621
ENSG00000137673,P09237,MMP7,matrix metallopeptidase 7,0.37220900786307926,4,5,0.6058199267865807,,,0.12871256327431002,,,
ENSG00000136451,Q14119,VEZF1,vascular endothelial zinc finger 1,0.37216691366749466,0,0,,,,0.08511031166562696,,,0.607930797611621
ENSG00000158402,P30307,CDC25C,cell division cycle 25C,0.3720002916069885,0,0,,,,0.07962869891757074,,,0.607930797611621
ENSG00000151612,Q17R98,ZNF827,zinc finger protein 827,0.37181940482518555,0,0,,0.07367779850214327,,,,,0.607930797611621
ENSG00000069431,O60706,ABCC9,ATP binding cassette subfamily C member 9,0.37166592292822664,4,2,,,,0.06862847717932474,,,0.607930797611621
ENSG00000141959,P17858,PFKL,"phosphofructokinase, liver type",0.3716343593630011,0,0,,,,0.06759008381779204,,,0.607930797611621
ENSG00000100599,Q8TB24,RIN3,Ras and Rab interactor 3,0.371527069414971,0,0,,,,0.7645500441162629,0.5729063157790465,,
ENSG00000256812,Q96L46,CAPNS2,calpain small subunit 2,0.3714277539581253,0,0,,,,0.06079307976116211,,,0.607930797611621
ENSG00000136504,O95251,KAT7,lysine acetyltransferase 7,0.3712573509717376,0,0,,,,0.6309815070210617,,,0.5791410762752457
ENSG00000112983,Q9H0E9,BRD8,bromodomain containing 8,0.37107357326405244,0,0,,,,0.04914107280693938,,,0.607930797611621
ENSG00000111725,Q9Y478,PRKAB1,protein kinase AMP-activated non-catalytic subunit beta 1,0.37106907558248725,3,1,,,,0.8774125630807048,,,0.566509824753281
ENSG00000096401,Q99459,CDC5L,cell division cycle 5 like,0.37083745280133723,0,0,,,,0.04137306817079087,,,0.607930797611621
ENSG00000103811,P09668,CTSH,cathepsin H,0.3705977918973999,0,0,,0.017683290537924133,,0.42007822353798546,,,0.5882083538425265
ENSG00000123643,Q7Z2H8,SLC36A1,solute carrier family 36 member 1,0.37022661943040003,0,0,,,,0.021277577916406734,,,0.607930797611621
ENSG00000013293,Q8TBB6,SLC7A14,solute carrier family 7 member 14,0.3700447002351396,0,0,,0.07599459700790363,,0.030396539880581056,0.39754940950761153,,0.5072393552971188
ENSG00000115844,Q07687,DLX2,distal-less homeobox 2,0.36994943453938645,0,0,,,,0.012158615952232422,,,0.607930797611621
ENSG00000140990,O96000,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10,0.36994943453938645,4,3,,,,0.012158615952232422,,,0.607930797611621
ENSG00000065615,Q7L1T6,CYB5R4,cytochrome b5 reductase 4,0.36960337475442867,0,0,,,,0.012158615952232422,,,0.6073615555427584
ENSG00000263001,P78347,GTF2I,general transcription factor IIi,0.3695798546847018,0,0,,,,,,,0.607930797611621
ENSG00000143748,O15381,NVL,nuclear VCP like,0.3695798546847018,0,0,,,,,,,0.607930797611621
ENSG00000137411,Q5ST30,VARS2,"valyl-tRNA synthetase 2, mitochondrial",0.3695798546847018,0,0,,,,,,,0.607930797611621
ENSG00000104980,O43615,TIMM44,translocase of inner mitochondrial membrane 44,0.3695798546847018,0,0,,,,,,,0.607930797611621
ENSG00000159792,P11801,PSKH1,protein serine kinase H1,0.3695798546847018,0,0,,,,,,,0.607930797611621
ENSG00000154832,Q9P0U4,CXXC1,CXXC finger protein 1,0.3695798546847018,0,0,,,,,,,0.607930797611621
ENSG00000153046,Q9Y232,CDYL,chromodomain Y like,0.3695798546847018,0,0,,,,,,,0.607930797611621
ENSG00000144161,Q8N5P1,ZC3H8,zinc finger CCCH-type containing 8,0.3695798546847018,0,0,,,,,,,0.607930797611621
ENSG00000065559,P45985,MAP2K4,mitogen-activated protein kinase kinase 4,0.3693919607558185,0,0,,0.07503764079957674,,0.17236943075476918,,,0.5973357516993589
ENSG00000149177,Q12913,PTPRJ,protein tyrosine phosphatase receptor type J,0.36934139550739203,0,0,,0.05498167589045662,,0.030396539880581056,,,0.6041139879133557
ENSG00000115648,Q9BV36,MLPH,melanophilin,0.369233794899744,0,0,,,,,,,0.6073615555427584
ENSG00000105568,P30153,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha,0.3691090733936485,0,0,,0.0362152064650724,,0.10953393145967383,,,0.6008749191968479
ENSG00000196950,Q9ULF5,SLC39A10,solute carrier family 39 member 10,0.3690531928092463,0,0,,0.08799944758081898,,0.0805508306835398,,,0.6008744879788914
ENSG00000105426,Q13332,PTPRS,protein tyrosine phosphatase receptor type S,0.3686359059023414,0,0,,,,0.6597827818836888,0.24544771272520322,,0.5303543057628811
ENSG00000186868,P10636,MAPT,microtubule associated protein tau,0.3682509391404079,2,6,0.18126327926552357,,,0.9991651782559282,0.4577697654943457,,
ENSG00000116906,O15228,GNPAT,glyceronephosphate O-acyltransferase,0.36800434049281233,0,0,,,,0.02870784322054877,,0.27733802987042155,0.5908343428345535
ENSG00000076984,O14733,MAP2K7,mitogen-activated protein kinase kinase 7,0.3679099144313628,0,0,,,,0.2796526713524906,,,0.5912012391309971
ENSG00000100151,Q9NRD5,PICK1,protein interacting with PRKCA 1,0.3679023221387813,0,0,,,,0.40759869539147425,,,0.5847914491842577
ENSG00000187116,A6NI73,LILRA5,leukocyte immunoglobulin like receptor A5,0.3677376416734024,0,0,,,,0.037995674850726316,0.6030007133504454,,
ENSG00000091831,P03372,ESR1,estrogen receptor 1,0.3676679269493006,4,40,0.5579116025414649,,,0.9374843824804919,,,
ENSG00000188778,P13945,ADRB3,adrenoceptor beta 3,0.3676589212081444,4,24,,,,0.5907665420417035,,,0.5752326808030362
ENSG00000175489,Q8N386,LRRC25,leucine rich repeat containing 25,0.3662152921883535,0,0,,,,0.6737697029929596,0.5687078626371467,,
ENSG00000133030,Q6WCQ1,MPRIP,myosin phosphatase Rho interacting protein,0.3660650889854486,0,0,,0.030681819757237848,,0.19005848395539168,0.11457357763724614,,0.5688988359014587
ENSG00000066855,Q15390,MTFR1,mitochondrial fission regulator 1,0.3660499962091249,0,0,,,,,,,0.6021244484523999
ENSG00000144579,Q9GZU7,CTDSP1,CTD small phosphatase 1,0.3656350097459279,0,0,,,,0.07599134970145263,,,0.5976422597465776
ENSG00000115355,Q3V6T2,CCDC88A,coiled-coil and HOOK domain protein 88A,0.3648508704560153,0,0,,0.08211354975249874,,0.20669647118795118,,,0.5879924085324194
ENSG00000132313,Q9NZE8,MRPL35,mitochondrial ribosomal protein L35,0.3633252739296935,0,0,,,,,,,0.5976424871993493
ENSG00000196154,P26447,S100A4,S100 calcium binding protein A4,0.3631888940150644,0,0,,0.010865506578458884,,0.31159141352933284,,,0.5815971262173243
ENSG00000129351,Q12906,ILF3,interleukin enhancer binding factor 3,0.36308865290605646,0,0,,,,0.03343619386863916,,,0.5955814538894028
ENSG00000168874,Q96SQ7,ATOH8,atonal bHLH transcription factor 8,0.3627050559718277,0,0,,,,,,,0.5966222757537334
ENSG00000084674,P04114,APOB,apolipoprotein B,0.36236506997480916,4,2,,,,0.8750388557324885,0.5523110818182049,,
ENSG00000166926,Q96DS6,MS4A6E,membrane spanning 4-domains A6E,0.3623354190758103,0,0,,,,0.03782680518472309,0.5941229108682247,,
ENSG00000148429,Q92738,USP6NL,USP6 N-terminal like,0.36232403463363744,0,0,,,,0.13720490754938267,0.5891352792070734,,
ENSG00000131174,P24311,COX7B,cytochrome c oxidase subunit 7B,0.3618762352287269,0,0,,,,0.08114187451455109,,,0.5912018348405349
ENSG00000163686,Q9BV23,ABHD6,"abhydrolase domain containing 6, acylglycerol lipase",0.3616370508185793,0,0,,,,0.13746159682328768,,,0.5879924085324194
ENSG00000113721,P09619,PDGFRB,platelet derived growth factor receptor beta,0.3609462691243731,4,43,0.5492485886754993,,,0.8896123252862395,,,
ENSG00000123992,Q9ULA0,DNPEP,aspartyl aminopeptidase,0.36022826924137974,2,1,,,,,,,0.5925481496522453
ENSG00000188906,Q5S007,LRRK2,leucine rich repeat kinase 2,0.3596948521348461,0,0,,,,0.6305890821527539,0.04204320729242083,,0.5554697974314395
ENSG00000112164,P43220,GLP1R,glucagon like peptide 1 receptor,0.35968938645708004,4,15,0.5454490211904267,,,0.9242541440137393,,,
ENSG00000115946,Q9NRX1,PNO1,partner of NOB1 homolog,0.3596343700360911,0,0,,,,0.5243875237886874,,,0.56535185436672
ENSG00000185009,Q9Y2T2,AP3M1,adaptor related protein complex 3 subunit mu 1,0.35940956596012497,0,0,,,,,,,0.5912014449212608
ENSG00000156873,P15735,PHKG2,phosphorylase kinase catalytic subunit gamma 2,0.35940944085388576,0,0,,,,,,,0.5912012391309971
