action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22445288,[],CHEMBL4679418,Inhibition of human intestinal maltase,B,,,BAO_0000190,BAO_0000221,tissue-based format,CCCCCCCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,,,CHEMBL4673376,Bioorg Med Chem Lett,2021,"{'bei': '13.26', 'le': '0.29', 'lle': '6.90', 'sei': '3.53'}",CHEMBL4786471,,CHEMBL4786471,5.92,0,http://www.openphacts.org/units/Nanomolar,3517736,=,1,1,=,,IC50,nM,,1200.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,1.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22445289,[],CHEMBL4679418,Inhibition of human intestinal maltase,B,,,BAO_0000190,BAO_0000221,tissue-based format,CCCCCCCCCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,,,CHEMBL4673376,Bioorg Med Chem Lett,2021,"{'bei': '12.27', 'le': '0.27', 'lle': '6.02', 'sei': '3.48'}",CHEMBL4779172,,CHEMBL4779172,5.82,0,http://www.openphacts.org/units/Nanomolar,3517737,=,1,1,=,,IC50,nM,,1500.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,1.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22445290,[],CHEMBL4679418,Inhibition of human intestinal maltase,B,,,BAO_0000190,BAO_0000221,tissue-based format,CCCCCCCC[C@@H](O)[C@H](O)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.CS(=O)(=O)[O-],,,CHEMBL4673376,Bioorg Med Chem Lett,2021,"{'bei': '15.51', 'le': '0.32', 'lle': '6.17', 'sei': '4.70'}",CHEMBL4757822,,CHEMBL4803025,5.70,0,http://www.openphacts.org/units/Nanomolar,3517739,=,1,1,=,,IC50,nM,,2000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,2.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22445291,[],CHEMBL4679418,Inhibition of human intestinal maltase,B,,,BAO_0000190,BAO_0000221,tissue-based format,CCC[C@@H](O)[C@H](O)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.CS(=O)(=O)[O-],,,CHEMBL4673376,Bioorg Med Chem Lett,2021,"{'bei': '17.83', 'le': '0.38', 'lle': '7.72', 'sei': '4.37'}",CHEMBL4757984,,CHEMBL4802980,5.30,0,http://www.openphacts.org/units/Nanomolar,3517738,=,1,1,=,,IC50,nM,,5000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,5.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22464330,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4683693,Inhibition of alpha-glucosidase (unknown origin) using sucrose as substrate incubated for 30 mins,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc([C@@H]2N[C@@H](CO)[C@H](O)[C@H]2O)cc1O,,,CHEMBL4680156,Eur J Med Chem,2020,"{'bei': '20.27', 'le': '0.39', 'lle': '6.04', 'sei': '5.06'}",CHEMBL454551,L-RADICAMINE A,CHEMBL454551,5.17,0,http://www.openphacts.org/units/Nanomolar,3520738,=,1,1,=,,IC50,nM,,6700.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,6.7
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22464331,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4683693,Inhibition of alpha-glucosidase (unknown origin) using sucrose as substrate incubated for 30 mins,B,,,BAO_0000190,BAO_0000357,single protein format,OC[C@@H]1N[C@@H](c2ccc(O)cc2)[C@H](O)[C@H]1O,,,CHEMBL4680156,Eur J Med Chem,2020,"{'bei': '22.34', 'le': '0.43', 'lle': '5.91', 'sei': '5.41'}",CHEMBL4783560,,CHEMBL4783560,5.03,0,http://www.openphacts.org/units/Nanomolar,3520739,=,1,1,=,,IC50,nM,,9300.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,9.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23244162,[],CHEMBL4829628,Inhibition of human alpha-glucosidase,B,,,BAO_0000190,BAO_0000357,single protein format,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,,,CHEMBL4828725,Eur J Med Chem,2021,"{'bei': '35.88', 'le': '0.73', 'lle': '8.82', 'sei': '6.30'}",CHEMBL307429,DUVOGLUSTAT,CHEMBL307429,5.85,0,http://www.openphacts.org/units/Nanomolar,3615795,=,1,1,=,,IC50,nM,,1400.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,1.4
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23244163,[],CHEMBL4829628,Inhibition of human alpha-glucosidase,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O.Cl,,,CHEMBL4828725,Eur J Med Chem,2021,"{'bei': '33.86', 'le': '0.68', 'lle': '8.58', 'sei': '6.46'}",CHEMBL4856375,,CHEMBL5028072,6.00,0,http://www.openphacts.org/units/Nanomolar,3615796,=,1,1,=,,IC50,nM,,1000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,1.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24384098,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5833', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '35.0'}]",CHEMBL5039478,Inhibition of alpha-glucosidase (unknown origin) preincubated for 5 mins followed by addition of pNPG substrate and measured after 30 mins by spectrophotometric method,B,,,BAO_0000190,BAO_0000357,single protein format,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,,,CHEMBL5038584,J Nat Prod,2021,"{'bei': '31.23', 'le': '0.63', 'lle': '8.07', 'sei': '5.48'}",CHEMBL307429,DUVOGLUSTAT,CHEMBL307429,5.09,0,http://www.openphacts.org/units/Nanomolar,3777801,=,1,1,=,,IC50,nM,,8030.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,8.03
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24384099,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5833', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '35.0'}]",CHEMBL5039478,Inhibition of alpha-glucosidase (unknown origin) preincubated for 5 mins followed by addition of pNPG substrate and measured after 30 mins by spectrophotometric method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,,,CHEMBL5038584,J Nat Prod,2021,"{'bei': '7.85', 'le': '0.15', 'lle': '2.60', 'sei': '2.90'}",CHEMBL5083981,,CHEMBL5083981,4.39,0,http://www.openphacts.org/units/Nanomolar,3777803,=,1,1,=,,IC50,nM,,40560.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,40.56
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24384100,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5833', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '35.0'}]",CHEMBL5039478,Inhibition of alpha-glucosidase (unknown origin) preincubated for 5 mins followed by addition of pNPG substrate and measured after 30 mins by spectrophotometric method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,,,CHEMBL5038584,J Nat Prod,2021,"{'bei': '9.56', 'le': '0.18', 'lle': '2.79', 'sei': '3.80'}",CHEMBL5076041,,CHEMBL5076041,5.75,0,http://www.openphacts.org/units/Nanomolar,3777804,=,1,1,=,,IC50,nM,,1780.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,1.78
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24384101,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5833', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '35.0'}]",CHEMBL5039478,Inhibition of alpha-glucosidase (unknown origin) preincubated for 5 mins followed by addition of pNPG substrate and measured after 30 mins by spectrophotometric method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCCCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,,,CHEMBL5038584,J Nat Prod,2021,"{'bei': '10.28', 'le': '0.20', 'lle': '2.49', 'sei': '4.38'}",CHEMBL5082173,,CHEMBL5082173,6.62,0,http://www.openphacts.org/units/Nanomolar,3777805,=,1,1,=,,IC50,nM,,240.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,0.24
,,24507411,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.8333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '50.0'}]",CHEMBL5054848,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate incubated for 50 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,C=C1C(=O)O[C@@H]2/C=C(\C)[C@@H](O)C/C=C(\C)C[C@@H](OC(=O)/C(=C\C)COC(C)=O)[C@@H]12,,,CHEMBL5053534,Bioorg Med Chem Lett,2021,,CHEMBL5084733,,CHEMBL5084733,,0,http://www.openphacts.org/units/Nanomolar,3837265,>,1,1,>,,IC50,nM,,25000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,25.0
,,24507412,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.8333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '50.0'}]",CHEMBL5054848,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate incubated for 50 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C\COC(C)=O)CO)[C@@H]12,,,CHEMBL5053534,Bioorg Med Chem Lett,2021,,CHEMBL5094636,,CHEMBL5094636,,0,http://www.openphacts.org/units/Nanomolar,3837266,>,1,1,>,,IC50,nM,,29000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,29.0
,,24507413,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.8333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '50.0'}]",CHEMBL5054848,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate incubated for 50 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\CO)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,,,CHEMBL5053534,Bioorg Med Chem Lett,2021,,CHEMBL5077500,,CHEMBL5077500,,0,http://www.openphacts.org/units/Nanomolar,3837267,>,1,1,>,,IC50,nM,,25000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,25.0
,,24507414,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.8333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '50.0'}]",CHEMBL5054848,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate incubated for 50 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C\C)CO)[C@@H]12,,,CHEMBL5053534,Bioorg Med Chem Lett,2021,,CHEMBL5070918,,CHEMBL5070918,,0,http://www.openphacts.org/units/Nanomolar,3837268,>,1,1,>,,IC50,nM,,29000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,29.0
,,24507415,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.8333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '50.0'}]",CHEMBL5054848,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate incubated for 50 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H](O)/C=C(\C)C[C@@H](OC(=O)/C(=C\C)CO)[C@@H]12,,,CHEMBL5053534,Bioorg Med Chem Lett,2021,,CHEMBL521162,DEACETYLEUPASERRIN,CHEMBL521162,,0,http://www.openphacts.org/units/Nanomolar,3837269,>,1,1,>,,IC50,nM,,28000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,28.0
,,24507416,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.8333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '50.0'}]",CHEMBL5054848,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate incubated for 50 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H](O)/C=C(\C)C[C@@H](OC(=O)/C(=C\C)COC(C)=O)[C@@H]12,,,CHEMBL5053534,Bioorg Med Chem Lett,2021,,CHEMBL5075131,,CHEMBL5075131,,0,http://www.openphacts.org/units/Nanomolar,3837270,>,1,1,>,,IC50,nM,,25000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,25.0
,,24507417,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.8333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '50.0'}]",CHEMBL5054848,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate incubated for 50 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\CC(=O)O)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,,,CHEMBL5053534,Bioorg Med Chem Lett,2021,,CHEMBL5079023,,CHEMBL5079023,,0,http://www.openphacts.org/units/Nanomolar,3837271,>,1,1,>,,IC50,nM,,28000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,28.0
,,24507418,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.8333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '50.0'}]",CHEMBL5054848,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate incubated for 50 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/C)CO)[C@@H]12,,,CHEMBL5053534,Bioorg Med Chem Lett,2021,,CHEMBL5083965,,CHEMBL5083965,,0,http://www.openphacts.org/units/Nanomolar,3837272,>,1,1,>,,IC50,nM,,29000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,29.0
,,24507419,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.8333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '50.0'}]",CHEMBL5054848,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate incubated for 50 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/C)COC(C)=O)[C@@H]12,,,CHEMBL5053534,Bioorg Med Chem Lett,2021,,CHEMBL5088957,,CHEMBL5088957,,0,http://www.openphacts.org/units/Nanomolar,3837273,>,1,1,>,,IC50,nM,,25000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,25.0
,,24507420,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.8333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '50.0'}]",CHEMBL5054848,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate incubated for 50 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/CO)CO)[C@@H]12,,,CHEMBL5053534,Bioorg Med Chem Lett,2021,,CHEMBL490011,,CHEMBL490011,,0,http://www.openphacts.org/units/Nanomolar,3837274,>,1,1,>,,IC50,nM,,28000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,28.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24507421,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.8333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '50.0'}]",CHEMBL5054848,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate incubated for 50 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,,,CHEMBL5053534,Bioorg Med Chem Lett,2021,"{'bei': '16.43', 'le': '0.31', 'lle': '2.98', 'sei': '3.78'}",CHEMBL50,QUERCETIN,CHEMBL50,4.97,0,http://www.openphacts.org/units/Nanomolar,3837276,=,1,1,=,,IC50,nM,,10800.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,10.8
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24706348,[],CHEMBL5108694,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)=CCc1cc(C[C@@]2(C(=O)O)OC(=O)C(OC(C)(C)[C@@H](O)Cc3cc(C[C@@]4(C(=O)O)OC(=O)C(O)=C4c4ccc(O)cc4)ccc3O)=C2c2ccc(O)cc2)ccc1O,,,CHEMBL5107956,Eur J Med Chem,2022,"{'bei': '5.95', 'le': '0.11', 'lle': '-0.66', 'sei': '1.93'}",CHEMBL5201393,,CHEMBL5201393,4.98,0,http://www.openphacts.org/units/Nanomolar,3852633,=,1,1,=,,IC50,nM,,10500.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,10.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24706354,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.3333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '20.0'}]",CHEMBL5108700,Inhibition of alpha-Glucosidase (unknown origin) using pNPG as substrate incubated for 20 mins by micro plate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(c(O)c1CO)C(=O)OC[C@@H]2O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL5107956,Eur J Med Chem,2022,,CHEMBL5172902,,CHEMBL5172902,,0,http://www.openphacts.org/units/Nanomolar,3852636,=,1,1,=,,IC50,nM,,1410000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,mM,UO_0000065,,1.41
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24724950,[],CHEMBL5114179,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)Nc2cccc(C(=O)/C=C3/Nc4ccccc4NC3=O)c2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL5113380,Eur J Med Chem,2022,,CHEMBL5196850,,CHEMBL5196850,,0,http://www.openphacts.org/units/Nanomolar,3856820,=,1,1,=,,IC50,nM,,166090.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,166.09
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24724951,[],CHEMBL5114179,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccccc1)/C=C1/Nc2ccccc2NC1=O,,,CHEMBL5113380,Eur J Med Chem,2022,"{'bei': '15.15', 'le': '0.27', 'lle': '1.18', 'sei': '7.55'}",CHEMBL5201575,,CHEMBL5201575,4.40,0,http://www.openphacts.org/units/Nanomolar,3856821,=,1,1,=,,IC50,nM,,40090.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,40.09
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24724952,[],CHEMBL5114179,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C2SCC(=O)N2c2ccc3nc(Cc4ccc(O)cc4)c(=O)[nH]c3c2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL5113380,Eur J Med Chem,2022,,CHEMBL4571630,,CHEMBL4571630,,0,http://www.openphacts.org/units/Nanomolar,3856704,=,1,1,=,,IC50,nM,,276270.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,276.27
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24724953,[],CHEMBL5114179,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1nc2ccc(N3C(=O)CSC3c3ccc([N+](=O)[O-])cc3)cc2[nH]c1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL5113380,Eur J Med Chem,2022,,CHEMBL5187552,,CHEMBL5187552,,0,http://www.openphacts.org/units/Nanomolar,3856707,=,1,1,=,,IC50,nM,,301150.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,301.15
